Comment,Rating
回購多次了，謝謝,5
輕巧美觀,5
非常好用 而且清洗也很方便 不易藏汙垢,5
很不錯的質感，超值的價格,4
輕巧，好看，雖然還沒有開始使用，相信保溫效果如既往一樣的好,5
Good,5
輕巧開關方便,4.5
出貨速度快！保溫效果不錯！已經回購二次了,5
橘色的很好看，表面材質磨砂感，希望保溫效果好,5
可以特價888，再買一次哈,5
材質好又保溫,4
喜歡漂亮顏色的保溫瓶，好拿好用又美觀,5
趁雙11特價幫自己換個水杯，顏色很漂亮,5
出貨速度快，實體顏色真的很美！趁特價買很划算～,5
趁1111節購買超便宜 已回購多次。,5
👌👌👋👌👌👋👌👌👋👌👌👋👌👌👋👌👌👋👌👌👋👌👌👋,5
趁優惠購買，瓶身很輕巧,5
質感很好，活動期間購買很划算,5
果然特價的都是庫存品，希望以後可以備註。,3
虎牌保溫杯一直是我的最愛，正好有特價就趕快選購！,5
商品正確無誤，很快送達，只是製造日期是2022年製造的，如果是新製造的就更好了,5
質感很好，藍色的很漂亮，粉色的很可愛,5
"內膽鏡面升級光亮好清潔,飲嘴處可拆洗舒適飲水,喝水喝咖啡不怕味道",5
已經買過好多次了，小朋友使用剛剛好。,5
"出貨速度很快,產品很好",5
寄送速度超快~假日照常送貨~讚！,5
粉色好看 重量蠻輕的 適合出門使用,5
雙11補了4瓶，質感不錯👍,5
趁雙11補貨，很喜歡,5
超讚的出貨速度，包裝也很完整，品質也很可以，有好一定會在回購的,5
蓋子組裝不易分辨前後位置，錯誤組裝也可以裝進去造成整個大漏水。,5
還沒用，外觀看起來不錯，出貨超快。,5
質感很好顏色漂亮又輕，很滿意,5
保溫瓶很輕.大小剛好.顏色也喜歡,4.5
去年也買了二支給小孩用。壞了一支剛好雙11已回購,5
滿意，家裡買了太多虎牌保温杯,5
蓋子組裝要很小心，設計很容易裝錯導致整瓶水在包包洩洪。唯一大缺點,5
符合期待，買1送1很划算！！！,5
出貨速度快，隔天馬上就收到，顏色符合預期，還沒有使用但看起來應該不錯，很貼心瓶身有防滑設計哦,5
價格優惠一次二個水壺、顏色多樣可以選擇、特價買特別划算,5
顏色好看，輕巧質感佳。,5
背包出遊這大小很剛好！,5
外型好看⋯⋯⋯⋯⋯⋯,5
重量超輕 顏色超美 蓋上即鎖上 往下拉按壓即打開,5
訂貨隔天送達，虎牌TIGER保溫品質就是讚！,5
質感算好，不太好開跟拆卸,3.5
質感非常好 天氣冷喝溫的,5
出貨速度超快，包裝完整，價格超優,5
天冷好幫手！ 外觀好看不滑手！,5
好用，保溫效果好 ，彈跳杯蓋設計精良,4
虎牌的保溫壺質感沒有那麼好 膳魔師的品質我覺得很好,4
長期購買更換的牌子，因沒有額外的塗層，不用怕刷子過度刷洗,5
顏色很美，我很喜歡，用起來很順手，覺得水都變好喝了^^,5
很輕，攜帶方便，安全可靠，飲用方便，不用怕水瓶放包包誤觸自己打開，一手就可方便操控喝水。顏色偏灰色。看照片就很明顯，白色滑鼠，白色行動電充，和冰川白水瓶。,4.5
送貨速度快，產品品質優。,5
好用，保溫效果好，價格有便宜，就入手。,5
出貨快，趕在天氣變涼時收到了，小孩開心帶去學校使用。,5
. .,5
出貨很快。品質100,5
ggggggggggg,5
新型設計的保溫瓶是易開式的，但是保溫效果卻不如舊式的好,4
賣家出貨非常快速的， 商品包裝也非常仔細認真的， 特價期間購買非常便宜划算的。,5
物價價美價廉，商品正確無誤，配送速度超級快。值得回購。很棒的店家賣家。,5
物價價美價廉，商品正確無誤，配送速度超級快。值得回購。很棒的店家賣家。,5
虎牌很好用又好帶，輕巧便攜，內為不銹鋼是比較健康，價格實惠，買很多作為贈禮。,5
. .,5
good good 👍,5
一直以來保溫杯都是使用虎牌，保溫效果絕佳！,5
快又好，定期回購的好物。,5
快又好，定期回購的好物。,5
快又好，定期回購的好物。,5
速度快，有活動，值得再次購買。,5
買東西還是要選擇大品牌，經濟而好用。,5
超商取貨也很快，粉色是亮面的很漂亮,5
出貨速度超快，新款瓶蓋卡榫設計不錯，預設就是鎖住，不用額外上推，冰川白有點偏水泥灰，大概是今年的色調,5
good good 👍,5
good good 👍,5
. .,5
. .,5
good good 👍,5
. .,5
good good 👍,5
. .,5
. .,5
. .,5
快又好，定期回購的好物。,5
good good 👍,5
good good 👍,5
good good 👍,5
good good 👍,5
虎牌品質很不錯👍瓶子輕好拿,5
送貨速度快，包裝良好，品質好,5
保溫瓶質感佳，開蓋設計不錯，出貨速度極快！下午訂購隔天下午就到貨,5
"實品很有質感,且很輕好拿取",5
東西好，出貨速度快速，有需要下次還會回購,5
收到保溫瓶，材質很輕、顏色很滿意.一次買了4個、全家一起換新瓶,4
送貨快速，顏色好看，商品符合預期。,5
商品出貨快速，包裝良好，和賣場介紹的一樣，非常的滿意，真的是非常棒的商品，好賣家！,5
顏色不錯，價格很優惠,5
顏色漂亮，保溫杯沒味道，很好用,5
出貨快，產品的顏色符合訂購，質感不錯，唯按鈕需習慣,4.5
好用,3.5
超讚的出貨速度 超讚的商品品質,5
出貨超快速，保溫瓶很輕盈好攜帶。,5
一直都買虎牌保溫壺，好清洗，保溫效果也不錯,5
已回購第2次，小朋友說好用,4
質感很不錯，開蓋方式要練習一下，小孩很喜歡,5
超好用，開學必備，已回購很多次,5
出貨速度很快 包裝完整 但色差有點大 冰川白變成淺灰色><,4.5
非常實用、材質非常好！,5
送貨快速，包裝完整，水壺很輕,5
包裝完整，送貨速度快，重量很輕小孩帶去學校剛剛好，顏色也很漂亮,5
瓶身材質防滑，重量上比之前購買的同廠牌要輕，品質很好,5
超輕量的保溫瓶，趁著特價下單，天冷時就可以汰換保溫效果已降低的；關下瓶蓋即鎖住，沒有另的鎖定方式，所以單手要用力按下按鈕較為吃力，還要再練習,5
上蓋卡榫的地方很容易損壞，昨天到貨就拆裝清洗，今早安裝沒法固定，才發現卡榫斷裂，因為包裝都已經回收沒法退貨，只好在其他購物平台買上蓋替換。,4
商品上有刮傷,3.5
出貨速度快!顏色很滿意!,5
出貨快速 價格實惠 產品符合需求,5
品質好，回購多次，保溫效果棒,5
跟往常一樣優質cp值高,5
保溫效果很好，瓶身輕盈，質感佳,5
出貨速度快，保溫效果很好,5
配合特價活動，包裝妥適，質感算不錯。,4.5
快速到達 隔天到貨 商品跟實物相同,5
原來冰川白不是白色，是灰色。,3
非常輕巧顏色好看質感佳,5
出貨快速，商品品質良好。,5
特價很划算，顏色也漂亮,5
寄貨迅速，品質很好 👍,5
再次回購買一送一，很划算，這次價格更優惠，顏色非常多可選擇，每個顏色都好看,5
實用划算，小孩喜歡，二次回購。,4.5
比較過做活動很便宜當送人禮物不錯,5
女兒很喜歡，收到馬上用。,5
顏色非常漂亮，瓶身很輕盈，帶出門非常的方便,5
扣鈕很難打開，卡卡的，不順,4
買一送一 物超所值 很讚喔,5
帶學校方便用，男孩子很喜歡～,5
品質很讚,5
保溫瓶非常好看！ 很輕,5
材質很輕，包裝完整，👍👍👍,5
買一送一很划算 瓶子輕薄 品質蠻好的,5
質感不錯，寄件快速，價格優惠,5
之前就買過，速度跟品牌都不錯。這次特價再回購,5
顏色漂亮，重量又輕，真的划算,5
出貨速度快，包裝完善，使用上沒問題。,5
好便宜的活動！兩入500cc才$999幫婆婆購入超值！,5
出貨速度很快，商品質感也很好。 送給朋友超喜歡,5
商品好用，非常滿意 出貨速度快，非常滿意,5
很好的商品，很好的CP值，很好的出貨速度，有需要會再回購，讚。,5
保溫效果好外觀時尚，小朋友喜歡,5
包裝完整，數量正確，功能正常,5
水壺很輕，顏色很美，保冰保溫效果不錯,5
兩個一組好划算，瓶子整個很有質感！很棒,5
之前在日本買過，看到有活動買給寶寶裝熱水泡奶粉用,5
保溫效果好，內層為不鏽鋼(無塗層)使用起來比較安心,5
送貨速度快，常期購買的廠牌。,5
到貨速度快，好用.,5
買一送一很划算，此款是自動上鎖，要學習一下,5
喜歡這品牌的水壺保溫的效果不錯,5
其中藍色保溫瓶產品品質差，一打開墊片就破損且漏水,3
物超所值，美麗又品質好,5
特價優惠購入感覺很划算,5
商品包裝良好，送貨人員態度好,5
價格合理，到貨迅速，品質優良,5
很棒！,4
那個冰川白的實際顏色好灰啊，跟圖片的落差不小,5
寄貨速度快 包裝仔細 但 蓋子不易打開,3.5
配送快速，商品品質好，會再回購！,5
到貨快速，高cp值。,5
出貨速度超快，產品品質良好,5
送貨速度快,5
重量很輕 很喜歡帶出外使用,5
輕巧好用，顏色選擇多 知名品牌口碑好,5
第一次購買，感覺不錯，希望好用,5
這商品已回購有2次，他們的保溫瓶大小好用，給小朋友帶上課剛剛好,4
真的很輕量！可以很絲滑的單手打蓋很方便！手沒力的長輩喝水輕鬆很多,5
產品包裝良好，出貨速度快,5
品質佳，很輕巧，水壺對孩子而言是消耗品，特價購入很划算,5
輕盈，只是顏色略有色差，較網站顯示為沉。彈蓋設計有問題，手勢要正確才能開啟，對老人家很不方便，難怪買一送一。,2.5
虎牌保溫瓶品質有保證，再次回購～,5
品質很好出貨快速,5
質感好，開啟需要練下技巧,5
虎牌保溫杯品質好，非常耐用，我們全家都是愛用者,5
東西好出貨速度又這麼快一定要給個讚啊,5
出貨速度很快，非常不錯。,5
冰川就是泥土的冰，灰的,4.5
商品品質超棒，出貨速度快。 包裝完整，超高的CP值。,5
速度超快，已回購第二次，保溫效果好,5
杯子很輕巧好拿 顏色漂亮,5
送貨速度快，二瓶顏色都很漂亮，重量很輕，只是不知道會不會漏水,5
輕量果然非常好用，包包終於可以變輕一點,5
"訂購的保溫瓶質感和材質,送貨速度都感到滿意,momo是值得放心購買平台",5
2024年買到2019年出產的商品有點不開心， 不過東西是符合的,4
出貨快速 保溫效果很好 可推薦好物,5
出貨速度超快 當天就到貨 已再購入很多次,5
一直是虎牌的愛好者，即使家裡的還沒有壞，看到特價時...還是會忍不住再買2組🤣🤣🤣,5
冰川白色差很大，應該是灰色，但不影響使用,4
品質很棒出貨快速 包裝完善,5
原訂單選灰藍色，送來的盒裝外確實也標示灰藍色，收到的卻是蔚藍色，顏色不符只好扣一顆星。但，用過虎牌保溫保冷瓶效果佳，所以還是會留用，等下次汰換再次選購期望的顏色,4.5
快速到貨，瓶子漂亮，保溫效果好，價格優惠，虎牌愛用者,5
快速到貨希望能品質保證,4.5
輕巧好用，出貨速度快,5
顏色很漂亮,5
瓶口塑料未臻完美，唯瑕不掩瑜，直得推薦。24小時內到貨，名不虛傳，一起鼓勵！,5
虎牌的夢重力水壺很輕，內膽是不銹鋼，一直很愛用，謝謝MOMO的活動，買來備著。,5
虎牌的保溫瓶好用，顏色也很好看,5
到貨迅速，質感很好，真的很輕便，虎牌保溫效果應該不差，家人很滿意,5
關注很久的保溫杯顏色美美的價格也美美的,5
非常輕且非常好用又不佔空間,5
外觀顏色很好看，保溫效果也不錯，使用上方便。,5
多次回購的商品值得購買,5
質感顏色不錯，保溫效果也很好,4
好輕 好用,5
啦啦啦啦啦啦啦啦啦啦啦啦啦啦 讚,5
一次買四個 但瓶口的開關不好開 需要時間適應,4
快速送達 但是有點難開 需要時間習慣,5
馬上給小孩用 剛開始按不開,5
外觀簡單好看，很多顏色可選，重量輕，一鈕開闔鎖方便，不過開蓋需要比較大力，現在買一送一超划算，到貨速度快,5
很優惠的價位 出貨很快速,5
出貨很快速 顏色很美 很棒,5
超讚的！送貨快速 包裝很好,5
每年回購 品質好 一家老小都適合使用,5
保溫效果很好，送貨速度也快,5
第一次買虎牌的保溫瓶 買來用用看,5
冰川白好像灰色的，不是很喜歡，粉紅很漂亮，但很實用。,5
二次回購，好用。,5
到貨速度非常快、輕量美型、符合期待！,4
"中午下單，下午到貨，出貨超級快速，保溫杯實際測量確實有500ml,體積輕巧不重，外觀色彩漂磨砂處理不滑手，非常滿意",5
出貨速度快，商品品質優良。 再次回購的商品。,5
輕量水壺小孩很愛用👍👍👍,5
寄件巨迅速，商品包裝完好無損！是個好賣家！有機會會再回購的😊但會漏水哦,5
"顏色外型漂亮,真的很輕巧!超值,很滿意.",5
價格優，顏色美，虎牌品質沒話說,5
假錢合理又好用 顏色配搭很好看 也與其他產牌不同,4
產品有口皆碑出貨迅速還會採購。,4
送貨快速，顏色好看輕巧,5
這個瓶子真的很好用喔！ 很推喔！,5
物美價廉，只是出貨不如想像中快。,5
"品質不錯,唯開始用時, 有－份開合不順利,試了十幾次後才變好些. 出貨速度非常快!",4
交貨非常迅速，包裝也很好,5
品質可。但保溫效果沒有很好。,2.5
顏色很漂亮開蓋很順手，最讚的是內層沒有塗層，使用起來旣健康安心。,4
到貨速度快，保溫效果好。,5
"出貨速度非常快,保溫杯的顏色很漂亮,整體上很滿意",5
非常滿意,5
質感很好 品質很棒 大小剛好,5
出貨迅速，品質不錯，方便使用,5
出貨速度很快，產品ok,5
顏色美，小巧,5
虎牌的品質當然是沒問題的,5
出貨快速，商品完整.,5
這次出貨有點慢，還好商品看起來跟照片相符合，覺得好看,5
老牌子了，品質好，貨運速度快,5
商品品質優良，出貨速度快,5
使用上順手，水瓶沒有味道。,4
出貨快速包裝良好.但是2個保溫杯分2個箱子寄有浪費包材,5
已經購買很多次了，重量輕又實用，有需要還會再購買,5
出貨迅速，包裝完善，質感不錯，希望這次換虎牌小朋友能用久一點,5
商品價格及品質符合需求,5
出貨迅速，商品cp值高。,4
內膽是亮面的保溫效果差，霧面的保溫效果會比較好，開關不是很好開，後來發現是要下滑按壓就很好開了,4
物超所值,5
買了之後才發現又有出另一個一樣買一送一只要899元,5
質感滿好的，隔天使用，倒放居然會漏很失望,4
出貨快，品質有保證,5
👍,5
真的很輕，好用！,5
熱度很理想,3.5
不鏽鋼的內質令人安心，保溫/冷的狀態令人滿意！,4.5
買一送一購入，划算。,5
冰川白一點也不白，像灰色，不過使用還算方便,4
讚,5
快速出貨，價格實在，與照片符合,5
回購多次，全家都喜歡的商品！,5
重量輕，單手可操作,5
才剛收到貨，馬上價格又更便宜，感覺好像有點被騙了 不過東西還是好看，現在買1送1又更便宜 ，打算再買一次,5
出貨速度普通杯子是越南製,3.5
水壺很棒，買來送禮長輩滿意又好看,5
出貨迅速，包裝完整，商品品質優良,5
第一次購買這個品牌的保溫瓶，希望保溫效果好。,5
品質很好顏色很多選擇保溫效果好，虎牌買過好幾次了,5
出貨速度快，實用，價格實惠。,5
用超過30年的品牌家電用品這次保溫杯也是 再次回購 主要是送人使用 好品質值得信賴,5
確實非常輕，外觀有點磨砂的材質，第一次使用要多沖洗幾次。,5
真的很輕巧，顏色也漂亮，適合旅遊攜帶,5
趁特價回購囤貨，雖然顏色偏暗，但持溫效果好,5
快速到貨商品 2／14下訂 2／17收到,5
跟想🤔️不太一樣，但保溫效果不錯👍，差在按紐開蓋老人家不好使力。,3
讚,5
超讚的出貨 超讚的商品,5
商品品質良好，保溫效果不錯,5
出貨速度真的很快商品也很美很輕，唯獨配合的貨運公司到貨沒有打電話也沒訊息通知就直接把商品放置一樓門外地板,5
常常回購tiger希望這個型號保溫厲害謝謝,4
價錢超優惠希望保溫也能滿意,4
保溫瓶收到了，灰藍色實體跟照片差好多,4
顏色很好看！喜歡推薦給大家,5
搭配5折優惠券購買很划算,5
送貨快速，品質佳，尺寸大小適合外出使用,5
送貨速度真快，品質、質感都不錯，顏色也好看,4
保溫效果不錯，瓶子也很輕,5
包裝很完整CP值非常高,5
霧面的顏色超有質感、很喜歡夢重力系列，一直回購新色汰換😍,5
出貨快速，品質良好，good!!,5
零件可以拆洗，滿方便的。顏色也好看。,5
出貨快速，品質優良，值得購買。,5
出貨很快速 杯子質感很好,5
搭配折價券購買很滑算,5
816元購入，替換舊的保溫杯,5
出貨速度快速，已經回購好幾次了，這次用折價劵更划算,5
長輩很喜歡 已經買四支了,5
出貨速度很快，一直都在使用的優良產品！,5
已經是第三次回購購買，虎牌的品質讓人很滿意！,5
真的真的真的真的、很難按開、很難按開,4
顏色很美，水壺很輕，性價比高,5
出貨快速，品質優良，很值得推薦,5
特價買很划算，送件快速,5
出貨速度非常快，而且CP值很高,5
cp值高，品質依舊，只是外型有所不同,5
送貨速度快 質感好 保溫效果好,5
品質有保障，顏色漂亮,5
品質有保障，顏色漂亮,5
很難開,3
買一送一真的很划算，然後霧光粉真的很漂亮～保溫效果很好、重量也很輕，大推～😍,5
怎麼2個保溫瓶一支一支寄送 還是辛苦各位1111節日,3
虎牌是第一次購買，小朋友很喜歡,5
保溫瓶很輕，裝水後不會有漏水狀態，但按鈕較難按。,5
"火烈鳥粉色澤漂亮也很oK,但霧光灰顏色和照片有差距彈蓋太緊不順。",5
彈蓋真的很不順 其他都可以,5
滿意，可惜是每一體成型。,5
非常好看的顏色，易清洗，真的很棒的商品,5
買給小孩用的，顏色很美，有點難開,5
外觀好看，重量真的蠻輕的，很不錯的保溫杯,5
超級方便 超級快速 超級便宜 超級好用 推薦,5
白色的很漂亮，一支就可以用很久。,5
虎牌品質就是好！不過每次宅配通的配送速度都較慢。,5
發送迅速，顏色都很滿意😀,5
出貨速度快，趁優惠購買，CP值高,5
商品品質很棒，保溫效果好,5
趁著優惠的時候購入真的超級划算,5
讚讚讚讚讚讚讚讚讚讚讚讚讚讚讚,5
"快速到貨,與圖片相符,正在使用測試中",4
掌櫃的服務態度真好，發貨很快。在掌櫃的指導下我都快變內行人士了！賣家服務真周到。以後帶同事一起來。,5
快，好用,5
出貨速度快，商品品質佳，cp值高，服務好，值得信賴的好商場,5
很棒～,5
出貨速度快，包裝保護好，非常有質感，cp質高。,5
"沒有預期來的好,所謂的活氧其實是臭氧O3,而臭氧的功能每按一次只能一小段時間(不過臭氧不適合人在時吸入使用太久),另外啟動車輛時並不會自動開啟清淨機,而車輛熄火時也不會自動關閉,每次上車都要自行啟動",2.5
用起來還可以，就是聲音還是有點明顯,5
每次momo自家的送貨，速達變慢達。,4
聲音很大聲不過很有感,4
gooooooooood,5
看評價不錯，買來試試看 車內的空氣清晰多了,5
好好好好好好好好好好好,5
買第二台了.朋友也很喜歡 只是太陽能充電比較差點,4
"出貨速度快,包裝保護好,外觀漂亮,有質感.",5
好用，方便安裝，車內食物的味道都可消除，很棒,5
很快就收到貨了，於車上使用後除臭效果很明顯,5
朋友推薦，自己使用也很滿意，真的有效果,5
空氣品質的確改善不少，但電池續航力好像不太夠，持續用兩三小時就得充電了。冬天沒有太多太陽能可以使用。,4.5
出貨速度很快，很快就收到產品，剛開始用覺得還不錯如有需要我還會再購買。,5
還未使用，但到貨快速！感謝momo,5
價格便宜，不需換耗材，又有太陽能充電，划算！,5
商品好用，第二次回購。,5
商品好用，空氣真的變的比較好,5
出貨速度超快速，品質很棒，先前在實體店面買過一次，希望這次使用上也能一樣穩定,5
目前使用一次好像真的有改善車內的味道，只是沒說明書，有點不是很明白2顆按鈕的功用差別@@？,4
目前使用上沒啥問題，只是風扇聲比較大，開音樂就可以壓過聲音了😁😁，但續電力不久，空氣是有比較清晰,5
這是一條好評段子，花錢的評價，麻煩你們認真點！先說商品質量：產品總體不錯，包裝嚴實。再說商家服務：點讚啦。最後點評快遞：發貨很快。,5
超棒,5
第一次使用這類商品，效果很滿意，在車上使用很有感，太陽能充電正常，開車啟動正常。,5
出貨超快，質感不錯，風速蠻大的，感覺空氣變清新了！,5
商品包裝完整，東西品質也很好，很棒的一次購物！有機會或有需要會在回購喔～,5
還行,5
包裝良好，還可登記送觸控筆好划算,5
看評價使用上效果都不錯，自己買回來實際上使用也真的不錯，蠻推薦可購買,5
放在前檔曬太陽，不知道是隔熱紙關係嗎？太陽能充電似乎不太靈光,5
車內裝一台就能呼吸到新鮮的負離子,5
品質非常好 送貨速度也很快,5
效果不錯,5
品質不錯，但沒有說明書。,5
無,5
出貨速度極快! 早上下訂，下午就拿到!,5
力道很強，但也代表只光靠太陽能難以長時間開機。,4.5
出貨速度超快，使用起來空氣品質真的變好了,4
第一次回購,5
出貨速度快，期待產品效果,5
Momo 出貨速度只有快 商品價格商品品質不錯,5
超👍的品質，超贊的寄貨速度，C P值超高的，仔細的包裝，有需要一定會再回購的,5
很快到貨，超級厲害，很棒唷！,5
商品包裝完整，覺得設計好感覺有效果，這次是第二次購買了，但是箱子沒有收到贈品耶？？？？？？,3.5
很不錯👍,5
第一次購買，希望物超所值,5
價格上跟一般市面上販售的空氣清淨機相比CP值高上許多,5
整體使用蠻簡單，效果也是有的，希望之後用起來也順順利利,5
聽說不錯趁雙11特價買下來,5
商品與網站上說明相同，負離子除味有效果，其它功效有待長時間使用再觀察。,5
放車上，使用後味道好像真的比較淡 真的很不錯,5
配送速度很快，辛苦配送人員了~~感謝,5
尚未開始使用，期望與推薦的一樣好用，出貨速度非常快！,5
Good~~~~~~~,5
確實可以清淨空氣,5
品質優良 質感不錯 出貨快速 物流效率高,5
看到很多人推 也買來試試看,5
機台初步測試正常，再上車試試效果,5
使用方便，操作還算簡單，但一直還沒有收到購買證明，所以無法下載完整的操作使用說明與兩年保固，算一點點小小的瑕疵。,4.5
車內空氣有明顯改善，使用良好。出貨快速！,5
到貨速度還好，試用中~白天在充滿電後，只靠太陽能還能撐大概4小時。,4.5
放在廁所 有效除臭 很不錯的產品,5
連個說明書都沒有叫人怎麼用,3
購買第三台了 商品品質良好 宅配隔日到貨 可惜超商的要三天才到,5
寄貨快速，與圖片展示相同，商品材質良好價格合理，服務品質很好，極力推薦喔，有需要會再回購。,5
今天開始試用，目前感覺還不錯,5
商品包裝完整，商品不錯，迫不及待放在車上使用！,5
出貨速度快，網路講的很厲害，希望是真的,5
尚未使用 希望是好用 很期待,4
有負離子的味道，一開空氣清新，好貨。,4.5
到貨迅速，質感不錯，放置辦公室也好用。但沒有說明書和保卡。,5
使用下來還不錯，有機會會在回購,5
到貨快速確實，品質感很好,5
使用方式簡單不佔空間,5
物流很快，商品很讚,5
出貨迅速，很滿意！,5
操作簡單容易上手，效果待使用後才知道。,5
優惠訂購，物超所值，值得推薦再回購！,5
商品好價格優 配送速度快,5
超讚的出貨速度，超讚的商品品質。超讚的CP值，包裝完整無破損，值得推薦！,5
到貨快速，會好好試用看看,5
出貨快速，效果👍,5
好用,5
出貨超快 清淨效果不錯,5
買來試試看空氣清淨效果，好用會再回購。,5
出貨快速，包裝完整，品質超棒！,5
看起來應該是能自動太陽能充電,5
"出貨速度非常的快,對商品也非常滿意！",5
到貨快速,4
出貨快速，包裝完整，品質外觀精緻！,5
速度快，包裝完整，聽人推薦購買的，希望有效果,5
出貨不慢，包裝良好，照片與實物一致,5
感覺還不錯，推薦朋友買了,5
戶外曬太陽ㄧ下子就燙燙的，就拿到家裡的窗邊曬，平放還接收不到太陽，立起來放才有收到陽光，有亮燈顯示充電。 因有自燃的案例，加上鋰電池我覺得曝曬太陽很可怕，所以後來都用電充。 充飽只能用約5小時@@,4.5
試用中，希望有廣告效果那麼好。,5
快速到貨，不過以前家人買12**元，沒賣這麼貴，總之體驗還可以，希望價格可以在優惠或搭配其它贈品。,5
小小的 放在車上不佔空間 放家裡也不用另外移出很大空間,5
出貨速度快，可空氣清淨又有臭氧殺菌，讚,5
同機種，買了好幾次了雖不錯用！但換了包裝價格卻一樣，內容物卻縮水，少了鐵片架及固定雙面膠等等，有偷工減料之嫌，公司銷售策略不能苟同，感覺越買越貴，亦不實在。,4
很方便使用,5
質感很好，功能還可以，但殺菌沒什麼感覺,5
買第二台，線怎麼給這樣,4.5
買來放在廁所除臭用的,3
網紅商品，能在momo 網站買到，方便又實惠,5
好用臭味很快就沒了,5
目前還在測試中 除臭功能 沒很明顯 雙開 單開 其實聲音都蠻大聲的 活氧運作聲音最明顯 也是運作時最有消毒水的味 太陽能充電效果 但是要充很久 客服詢問官方 超級忙….售後服務詢問 真的有待加強,3
出貨到貨都很快速！有負離子又有免更換的濾網，又有活氧清淨的功效，還能太陽能充電cp值很高呢！讚！,5
出貨速度快，商品品質不錯。,5
出貨速度快，商品品質不錯。,5
出貨速度超快，期待商品品質好,5
淨化空氣速度真的很快,5
該清淨機廣告做很大，不斷地在各大社群媒體看到他們的影片，效果有明顯差異，特此買來一用。,5
寄出速度快 還在試用中 希望可以滿意,5
品質不錯，目前使用中，除味效果持續觀察,5
出貨非常快速，商品正確使用沒問題,5
出貨很快速，商品正確使用沒問題,5
出貨速度很快，效果也不錯,5
還好 真的沒有分解異味的功能,2
便宜⋯試用還可以，希望效果不錯,5
雖然商品感覺還不錯，但想請問這是未來實驗室原廠貨嗎？配件怎麼跟官網上的不一樣，沒有支架也沒有背蓋磁鐵（照片是未來實驗室官網的）,4.5
已購買多次，商品CP值高、物流快，放在車上可以消除異味.,5
出貨速度快，商品cp值高。,5
產品好用又美觀，值得購買的商品。,5
出貨速度挺快的，效果尚不清楚，因是先生要我購買，他還沒放車上⋯,5
功能正常，與說明一致，不過太陽能充電的確不足到可以完全充電使用，如果長程最好還是要插上充電線。,5
出貨超級快應不是快速清庫存貨吧,5
未來不用再佔用杯架了,5
出貨速度超快 一如預期 商品品質佳,5
已經是第二次回購了，這一台真的很好用，我擺在貓砂機旁邊，都沒有味道，再買一台，放在鼠籠旁邊，真的很好用,5
已使用很滿意，有疑問客服亦耐心回答。,5
出貨速度很快，清淨機耗電,4
趁618特價掃貨，超划算,5
出貨非常迅速產品操作簡易,5
觀望了很久！終於入手！目前還沒放到車上！正在房間先試用！放床頭運轉聲音偏大！但是放遠一點覺得還好！確實開了之後比較不打噴嚏了！,4.5
出貨速度很快、包裝也很完善,5
👍,5
商品寄送，速度很快 東西外觀都還不錯 正在體驗中,5
用在車上清淨空氣，第一次買,5
送貨速度快，有折價券優惠,5
真的很好用，車內空氣品質好，開車有精神。,5
便利操作，好用,5
購物車非常的爛，按兩次就當機,5
好像沒有使用說明書，但在車上使用還不錯！！,5
第一天感覺效果很好，持續使用中,5
商品很快送到，使用後車上真的沒有異味,5
火箭快速配送，09:17下單，下午13:39到貨，超快速配送太跨張了吧！,5
快速出貨，空氣清凈,5
買第二台了，放在車上效果真的不錯，把車上的新車味道除光光。還送了一台給買新車的朋友,5
很好！！,5
物流送貨快速，整體包裝完整，整體物品外觀材質不錯，操作方式簡單,5
東西寄來之後打開商品立馬使用覺得超乎我的想像車上真的一點異味都沒有超讚的,5
商品使用上還不錯！但快速到貨商品未及時到貨！對於物流速度未符合期待！,5
已購買第三天，非常好用又不占空間,5
good product,5
good product,5
CP值很高，已經試用OK，安裝到車子上。,5
商品符合期待值得購買,5
包裝完整，出貨速度快，用起來感覺還不錯,5
剛收到，還沒實際使用過，希望能達到預期效果。產品沒有說明書，有點失望。,5
功能還在摸索，目前還算滿意,5
放車上 真的空氣變清晰了,5
物流非常迅速，物品很好。,5
空氣清淨跟除味道效果不錯 但太陽能蓄電效果不好，用幾天後，都要拿下車用線充電的,3.5
不得不說 插頭還是USB-A真的很傻眼 真不知道要人怎麼用,4
第一次購買，評價不錯希望能有效改善空氣品質,5
網路評價不錯，期待用後滿意👍,5
蠻好用的，開啟運作時雖然有些聲音，但不影響！,5
輕巧充電方便，可以吸入微塵,5
清新空氣質量，效果不錯👍！放在廁所💩味消散。,5
弟弟說好用推薦我買，還不太適應臭氧的味道，應該是不錯的商品,4.5
試用一週後，滿意,5
還可以 新機會有一種味道 一陣子就沒了 若放在車上風量聲音有點大聲 開啟負離子會有一種刺耳聲,4
5/3顯示出貨，但是5/9商品才寄到門市,5
非常好用~,5
目前都很滿意,5
光能清淨負離子空氣淨化機 再回購的商品放置車上淨化空氣 效果很不錯👍,5
改善了新車臭味，機器運作有一些噪音，個人可接受,5
產品品質好 很可以再回購,5
物流動態不明確，沒有如期到貨 該包裹已明確標示為易碎品 收到物件時，包裹外觀已有明顯擠壓痕跡,5
週六訂週日到，速度快，產品簡易好用。,5
出貨快速，買來放在車上去除異味,5
左邊是公司廣告外盒，右邊是貴商場購買的，二樣是有什麼差別嗎？,4
很棒的商品,5
